urun,al_depo,al_yer,al_fiyat_tl_ton,sat_depo,sat_yer,sat_fiyat_tl_ton,mesafe_km,navlun_sabit_tl_ton,navlun_degisken_tl_ton,navlun_toplam_tl_ton,fiyat_farki_tl_ton,net_marj_tl_ton
"ARPA 2.SINIF","MYSİLO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/MMUDİYE,11300,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13036,354,164,1074,1237,1736,499
"MISIR 1.SINIF","TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12726,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,0,164,0,164,661,498
"MISIR 1.SINIF","AL LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/PAZARCIK,12200,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,129,164,390,553,1050,497
"MISIR 1.SINIF","NARLI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/PAZARCIK,12200,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,129,164,390,553,1050,497
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/PHİSAR,14600,"TRAKYA EVREN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/SPAŞA,15545,94,164,285,449,945,497
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/PHİSAR,14600,"LÜLEBURGAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/LBURGAZ,15259,0,164,0,164,659,496
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/AEKİN,12545,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,13648,147,164,445,609,1103,494
"ARPA 1.SINIF","HASANOĞULLARI LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/ORTAKÖY,11939,"KAHVECİ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ TİCARET A.Ş.",KONYA/SARAYÖNÜ,13196,198,164,599,763,1257,494
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,13700,"KAYA LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,14900,180,164,546,710,1200,490
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KHANI,12275,"AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,55,164,166,330,815,486
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","ALTINAGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,14241,"ERK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/AEKİN,16100,401,164,1214,1377,1859,481
"ARPA 2.SINIF","KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12473,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,13120,1,164,4,167,647,480
"MISIR 2.SINIF","SAVRANLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/ESKİL,12200,"RANA FARM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13696,282,164,854,1017,1496,479
"MISIR 2.SINIF","KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13337,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/KKBEKIR,14319,112,164,341,504,982,478
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","KARAMAN TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,16700,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,17950,202,164,612,776,1250,474
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","SÜPERSON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,15405,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,16800,251,164,760,923,1395,471
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","MİLL STAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇELTİK,15624,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,16800,179,164,542,705,1176,471
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KHANI,12275,"BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13524,203,164,614,777,1248,471
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,55,164,166,330,800,470
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","EDİRNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",EDİRNE/MERKEZ,15378,"TMO TOBB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",TEKİRDAĞ/HBOLU,16395,127,164,385,548,1017,469
"MISIR 1.SINIF","SAFİRTAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/TÜRKOĞLU,12200,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,184,164,557,720,1187,467
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KHANI,12275,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,55,164,166,330,792,463
"MISIR 1.SINIF","AĞALAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12200,"LARENDE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13436,202,164,612,776,1236,460
"MISIR 1.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,141,164,427,591,1050,459
"MISIR 1.SINIF","ÖNTÜRK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,141,164,427,591,1050,459
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"LARENDE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13436,203,164,614,777,1236,458
"MISIR 1.SINIF","YUSUF ZENGİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"LARENDE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13436,203,164,614,777,1236,458
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"LARENDE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13436,203,164,614,777,1236,458
"ARPA 1.SINIF","HASANOĞULLARI LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/ORTAKÖY,11939,"ALTUNTAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/AĞAÇÖREN,12631,24,164,72,236,693,457
"MISIR 2.SINIF","DOĞAL TAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,11800,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/KKBEKIR,14319,627,164,1900,2063,2519,456
"MISIR 1.SINIF","AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,55,164,166,330,777,447
"MISIR 1.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,441,164,1336,1499,1943,444
"MISIR 1.SINIF","ÖNTÜRK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,441,164,1336,1499,1943,444
"MISIR 2.SINIF","KENAN ECER TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/EMİRGAZİ,12249,"İSMAİL HAKKI KUMARTAŞLI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AFYONKARAHİSAR/EMİRDAĞ,13898,344,164,1042,1206,1650,444
"MISIR 1.SINIF","ÇUKUROVATOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,12528,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,333,164,1010,1173,1615,442
"MISIR 1.SINIF","ATB ÇUKUROVA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,351,164,1063,1227,1668,441
"MISIR 1.SINIF","GÖZÜKARA AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,351,164,1063,1227,1668,441
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,17460,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,18066,1,164,4,167,606,439
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","EDİRNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",EDİRNE/MERKEZ,14705,"ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/HAVSA,15408,34,164,102,266,702,437
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,16800,"İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,17400,0,164,0,164,600,436
"MISIR 1.SINIF","ATARLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/ESKİL,12200,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,349,164,1057,1220,1654,434
"MISIR 1.SINIF","AL LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/PAZARCIK,12200,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,531,164,1609,1772,2200,428
"MISIR 1.SINIF","NARLI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/PAZARCIK,12200,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,531,164,1609,1772,2200,428
"ARPA 1.SINIF","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,11476,"ALTUNTAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/AĞAÇÖREN,12631,186,164,564,728,1156,428
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","KAYSERİ ŞEKER TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAYSERİ/DEVELİ,15062,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,16710,349,164,1057,1220,1648,428
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KHANI,12275,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12870,1,164,4,167,595,427
"ARPA 1.SINIF","MERZİFON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AMASYA/MERZİFON,10921,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,13162,546,164,1654,1818,2241,424
"ARPA 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,11732,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12319,1,164,4,167,587,420
"MISIR 2.SINIF","ÇELİKOĞULLARI LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",DİYARBAKIR/EĞİL,11799,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,15000,864,164,2619,2782,3201,419
"ARPA 1.SINIF","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,11476,"KAHVECİ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ TİCARET A.Ş.",KONYA/SARAYÖNÜ,13196,376,164,1138,1302,1720,418
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14417,"SÜPERSON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,15405,135,164,408,572,988,416
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","YENİ PAZAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,13455,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,15250,402,164,1219,1383,1795,413
"MISIR 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12349,"AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,55,164,166,330,742,412
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,13700,"SARILAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KİSALI,14696,139,164,422,585,996,410
"ARPA 1.SINIF","HASANOĞULLARI LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/ORTAKÖY,11939,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,13162,216,164,653,816,1224,407
"ARPA 2.SINIF","KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12473,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13036,0,164,0,164,563,399
"MISIR 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12349,"BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13524,203,164,614,777,1175,398
"MISIR 1.SINIF","MAKSOY TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,12373,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,309,164,935,1098,1495,396
"MISIR 1.SINIF","TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12726,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,53,164,159,323,717,395
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/HAVSA,15837,"ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/UZKÖPRÜ,16497,34,164,102,266,660,394
"MISIR 2.SINIF","TAŞKIRAN LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,12313,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13337,155,164,469,633,1024,391
"MISIR 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12349,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,55,164,166,330,719,390
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,14253,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,14801,0,164,0,164,548,385
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","RANA FARM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,16790,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,17950,202,164,612,776,1160,384
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,16800,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,17347,0,164,0,164,547,384
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KHANI,12275,"LARENDE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13436,203,164,614,777,1160,383
"MISIR 1.SINIF","TAŞKIRAN LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,12545,"AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,0,164,0,164,546,382
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/UZKÖPRÜ,14639,"MYSİLO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/MERKEZ,15401,72,164,219,383,762,380
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/PHİSAR,14600,"ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/HAVSA,15408,88,164,266,430,808,378
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","EDİRNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",EDİRNE/MERKEZ,13907,"LÜLEBURGAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/LBURGAZ,14781,113,164,342,506,874,368
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/AEKİN,12545,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,1,164,4,167,534,367
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,"KAHVECİ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ TİCARET A.Ş.",KONYA/SARAYÖNÜ,13780,57,164,172,335,701,365
"MISIR 1.SINIF","SAFİRTAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/TÜRKOĞLU,12200,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,236,164,715,879,1243,364
"ARPA 1.SINIF","KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12319,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KHANI,12850,1,164,4,167,531,364
"MISIR 1.SINIF","ATB ÇUKUROVA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12726,0,164,0,164,526,362
"MISIR 1.SINIF","GÖZÜKARA AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12726,0,164,0,164,526,362
"MISIR 1.SINIF","SAFİRTAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/TÜRKOĞLU,12200,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,469,164,1419,1583,1943,360
"MISIR 2.SINIF","AŞIROĞULLARI LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/CBEYLİ,12200,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13337,203,164,614,777,1137,360
"MISIR 1.SINIF","TAŞKIRAN LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,12545,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,0,164,0,164,523,359
"MISIR 1.SINIF","HİKMET ŞEFLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/SARAYÖNÜ,12241,"AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,108,164,327,491,850,359
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/UZKÖPRÜ,14639,"TRAKYA EVREN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/SPAŞA,15545,127,164,385,548,906,358
"MISIR 2.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,14055,441,164,1336,1499,1855,355
"MISIR 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12349,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12870,1,164,4,167,521,354
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14700,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KARATAY,16200,325,164,984,1148,1500,352
